section_a,section_b,paper_similarity
Inflammation & Innate Immunity Unit,Fungal Pathogenesis Section,0.006756756756756757
Lyme Disease Studies Unit,Epidemiology and Population Studies Unit,0.006756756756756757
Salmonella-Host Cell Interactions Section,Coxiella Pathogenesis Section,0.006756756756756757
Systems Genomics Section,Clinical Research Section,0.006756756756756757
Translational Mycology Section,Signaling Systems Section,0.006666666666666667
Molecular and Cellular Immunology Section,Food Allergy Research Section,0.006622516556291391
Viral Pathogenesis Section (Laboratory of Immunoregulation),Hepatic Pathogenesis Section,0.006622516556291391
RML Microscopy Unit,Pathogenesis and Immunity Section,0.006557377049180328
Vaccine Development Unit,RML Microscopy Unit,0.006557377049180328
Lymphocyte Biology Section,Barrier Immunity Section,0.006535947712418301
Signaling Systems Section,B-Cell Molecular Immunology Section,0.006535947712418301
T-Lymphocyte Biology Section,Molecular Parasitology Section,0.006535947712418301
Integrative Immunobiology Section,Cell Signaling and Immunity Section,0.006493506493506494
Viral Pathogenesis Section (Laboratory of Viral Diseases),Cellular Biology Section,0.006493506493506494
Structural Immunology Section,RML Genomics Unit,0.0064516129032258064
Immunopathogenesis Section (Laboratory of Immunoregulation),HIV Pathogenesis Section,0.006437768240343348
Mucosal Immunity Section,Molecular Development of the Immune System Section,0.00641025641025641
T-Lymphocyte Biology Section,Molecular and Cellular Immunoregulation Section,0.00641025641025641
Tuberculosis Research Section,RML Microscopy Unit,0.00641025641025641
Coxiella Pathogenesis Section,Chlamydial Diseases Section,0.006369426751592357
Vector Molecular Biology Section,Physiology Unit,0.006369426751592357
Intracellular Parasite Biology Section,Immunobiology Section,0.006329113924050633
Nonhuman Primate Virology Section,Building NIHAC/103,0.006329113924050633
RML Microscopy Unit,Immunity to Pulmonary Pathogens Section,0.006329113924050633
RNA Viruses Section,RML Genomics Unit,0.006329113924050633
RNA Viruses Section,RML Microscopy Unit,0.006329113924050633
Building NIHAC/103,Barrier Immunity Section,0.006289308176100629
Mosquito Immunity and Vector Competence Section,Lymphocyte Activation Section,0.006289308176100629
Vector Molecular Biology Section,Immunobiology Section,0.00625
Pathogen Molecular Genetics Section,B-Cell Molecular Immunology Section,0.006230529595015576
Virus Ecology Section,RML Flow Cytometry Unit,0.006134969325153374
Human Immunological Diseases Section,B-Cell Immunology Section,0.006097560975609756
Protein Chemistry Section,Pathogen-Host Cell Biology Section,0.006060606060606061
Translational Autoinflammatory Disease Studies Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.006060606060606061
Molecular and Cellular Immunology Section,Apicomplexan Molecular Physiology Section,0.006024096385542169
Vector Biology Section,Genomic Technologies Section,0.006024096385542169
Microbial Pathogenesis Section,Immunobiology Section,0.006
Mucosal Immunobiology Section,B-Cell Molecular Immunology Section,0.005988023952095809
Retroviral Immunology Section,Caliciviruses Section,0.005988023952095809
Structural Biology Section,Microbial Pathogenesis Section,0.005970149253731343
Host-Parasite Interactions Section,Coxiella Pathogenesis Section,0.005952380952380952
RML Genomics Unit,Caliciviruses Section,0.005917159763313609
T-Lymphocyte Biology Section,Fungal Pathogenesis Section,0.005917159763313609
Mucosal Immunity Section,Biological Imaging,0.0058823529411764705
Viral Pathogenesis Section (Laboratory of Immunoregulation),Structural Immunology Section,0.0058823529411764705
Translational Allergic Immunopathology Unit,Fungal Pathogenesis Section,0.005847953216374269
Vector Molecular Biology Section,Mosquito Immunity and Vector Competence Section,0.0058309037900874635
TSE/Prion and Retroviral Pathogenesis Section,HIV Immunovirology Section,0.005813953488372093
Viral Pathogenesis and Evolution Section,Pathogen-Host Cell Biology Section,0.005763688760806916
Mucosal Immunobiology Section,Fungal Pathogenesis Section,0.005747126436781609
Structural Biology Section,Genetic Engineering Section,0.005747126436781609
TSE/Prion Biochemistry Section,RML Flow Cytometry Unit,0.005747126436781609
Pathogen-Host Cell Biology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.005738880918220947
Molecular Parasitology and Entomology Unit,Malaria Immunology Section,0.005714285714285714
Translational Mycology Section,Lyme Disease Studies Unit,0.005681818181818182
Malaria Cell Biology Section,Biological Imaging,0.005649717514124294
NIAID International Center of Excellence in Research Cambodia,Malaria Genetics Section,0.005649717514124294
Translational Mycology Section,Epidemiology and Population Studies Unit,0.005649717514124294
Primary Immune Deficiency Clinic,Fungal Pathogenesis Section,0.00558659217877095
Molecular Development of the Immune System Section,Immunobiology Section,0.005571030640668524
Molecular Defenses Section,Fungal Pathogenesis Section,0.005555555555555556
Pathology Core,Cell Signaling and Immunity Section,0.005555555555555556
RML Microscopy Unit,HIV Immunovirology Section,0.005555555555555556
Viral Biology Section,Translational Autoinflammatory Disease Studies Unit,0.0055248618784530384
Metaorganism Immunity Section,Immunobiology Section,0.005509641873278237
Integrative Immunobiology Section,Cellular Immunology Section,0.00546448087431694
RML Genomics Unit,Molecular and Cellular Immunoregulation Section,0.00546448087431694
RML Microscopy Unit,B-Cell Immunology Section,0.00546448087431694
Structural Immunology Section,Molecular and Cellular Immunology Section,0.005434782608695652
Malaria Functional Genomics Section,Infectious Disease Pathogenesis Section,0.005405405405405406
Metaorganism Immunity Section,Epithelial Therapeutics Unit,0.005376344086021506
TSE/Prion Biochemistry Section,Biology of Vector-Borne Viruses Section,0.005376344086021506
Translational Autoinflammatory Disease Studies Unit,DNA Tumor Virus Section,0.005376344086021506
Mast Cell Biology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.0053533190578158455
Malaria Immunology Section,Infectious Disease Pathogenesis Section,0.0053475935828877
T-Lymphocyte Biology Section,Molecular Microbiology Section,0.0053475935828877
Emerging Respiratory Viruses Section,Caliciviruses Section,0.005291005291005291
Medical Virology Section,Caliciviruses Section,0.005291005291005291
Primary Immune Deficiency Clinic,Cell Signaling and Immunity Section,0.005291005291005291
Viral Pathogenesis Section (Laboratory of Viral Diseases),Genomic Technologies Section,0.005291005291005291
Genomic Technologies Section,Fungal Pathogenesis Section,0.005263157894736842
Mast Cell Biology Section,Helminth Immunology Section,0.005256241787122208
Immunopathogenesis Section (Laboratory of Immunoregulation),Clinical Pathophysiology Section,0.005249343832020997
Malaria Genetics Section,Biological Imaging,0.005235602094240838
TSE/Prion Biochemistry Section,Salmonella-Host Cell Interactions Section,0.005235602094240838
Molecular Development of the Immune System Section,Integrative Immunobiology Section,0.005208333333333333
Mucosal Immunobiology Section,Molecular Microbiology Section,0.005208333333333333
Pathogenesis and Immunity Section,Malaria Immunology Section,0.005208333333333333
Physiology Unit,Malaria Cell Biology Section,0.005208333333333333
Vaccine Development Unit,Malaria Immunology Section,0.005208333333333333
Physiology Unit,Malaria Functional Genomics Section,0.0051813471502590676
Immune Deficiency Genetics Section,Human Immunological Diseases Section,0.0051635111876075735
RML Flow Cytometry Unit,Pathogen-Host Cell Biology Section,0.005154639175257732
Signaling Systems Section,Barrier Immunity Section,0.005128205128205128
Viral Pathogenesis Section (Laboratory of Immunoregulation),HIV Immunovirology Section,0.005128205128205128
Pathogenesis and Immunity Section,Helminth Immunology Section,0.005119453924914676
Vaccine Development Unit,Helminth Immunology Section,0.005119453924914676
Translational Allergic Immunopathology Unit,Lung and Vascular Inflammation Section,0.005076142131979695
Translational Autoinflammatory Disease Studies Unit,Lyme Disease Studies Unit,0.005076142131979695
Molecular Microbiology Section,Inflammation Biology Section,0.005050505050505051
Viral Pathogenesis Section (Laboratory of Immunoregulation),B-Cell Immunology Section,0.005050505050505051
Molecular Parasitology Section,Microbial Pathogenesis Section,0.005025125628140704
Molecular and Cellular Immunology Section,Chemotaxis Signal Section,0.005025125628140704
Translational Mycology Section,Molecular Parasitology Section,0.005025125628140704
Inflammation & Innate Immunity Unit,Helminth Immunology Section,0.005
TSE/Prion Biochemistry Section,Neuroimmunology Unit,0.005
RML Flow Cytometry Unit,Disease Modeling and Transmission Section,0.004975124378109453
Fungal Pathogenesis Section,Emerging Respiratory Viruses Section,0.0049382716049382715
Medical Virology Section,Fungal Pathogenesis Section,0.0049382716049382715
Nonhuman Primate Virology Section,Innate Immunity and Pathogenesis Section,0.0049261083743842365
Type 2 Immunity Section,Barrier Immunity Section,0.004901960784313725
Viral Pathogenesis Section (Laboratory of Immunoregulation),HIV-Specific Immunity Section,0.0048543689320388345
Infectious Disease Fellowship Training Program,Fungal Pathogenesis Section,0.004830917874396135
Vector Biology Section,Malaria Cell Biology Section,0.004830917874396135
Immunobiology Section,Building 33,0.004807692307692308
Translational Autoinflammatory Disease Studies Unit,Emerging Respiratory Viruses Section,0.004807692307692308
Translational Autoinflammatory Disease Studies Unit,Medical Virology Section,0.004807692307692308
Vector Biology Section,Malaria Immunology Section,0.004796163069544364
Primary Immune Deficiency Clinic,Immune Deficiency Genetics Section,0.00477326968973747
Lung and Vascular Inflammation Section,Clinical Pathophysiology Section,0.004761904761904762
T-Lymphocyte Biology Section,Helminth Immunology Section,0.004750593824228029
Malaria Cell Biology Section,Autoimmunity and Functional Genomics Section,0.004739336492890996
Primary Immune Deficiency Clinic,Human Eosinophil Section,0.004739336492890996
Salmonella-Host Cell Interactions Section,Pathogen-Host Cell Biology Section,0.004739336492890996
Molecular and Cellular Immunology Section,B-Cell Immunology Section,0.0047169811320754715
Signaling Systems Section,Metaorganism Immunity Section,0.0047169811320754715
Viral Pathogenesis Section (Laboratory of Viral Diseases),Immunobiology and Molecular Virology Unit,0.004694835680751174
Malaria Functional Genomics Section,Apicomplexan Molecular Physiology Section,0.004672897196261682
Structural Biology Section,Immune Activation Section,0.004672897196261682
Structural Biology Section,Molecular Signaling Section,0.004672897196261682
Viral Immunity and Pathogenesis Unit,Barrier Immunity Section,0.004672897196261682
Cellular Biology Section,Biological Imaging,0.004651162790697674
Translational Mycology Section,Fungal Pathogenesis Section,0.004651162790697674
Lung and Vascular Inflammation Section,Genomic Technologies Section,0.004629629629629629
Pathology Core,Malaria Functional Genomics Section,0.0045871559633027525
Human Eosinophil Section,Emerging Respiratory Viruses Section,0.004576659038901602
Medical Virology Section,Human Eosinophil Section,0.004576659038901602
Scientist Emerita,Mast Cell Biology Section,0.004576659038901602
Human Eosinophil Section,Epidemiology and Population Studies Unit,0.0045662100456621
Molecular Parasitology Section,Cell Signaling and Immunity Section,0.0045662100456621
HIV Pathogenesis Section,DNA Tumor Virus Section,0.004545454545454545
Helminth Immunology Section,Genomic Technologies Section,0.004524886877828055
Infectious Disease Fellowship Training Program,Clinical Research Section,0.004524886877828055
Nonhuman Primate Virology Section,Immunity to Pulmonary Pathogens Section,0.004524886877828055
Structural Informatics Unit,Cellular Biology Section,0.004524886877828055
Cell Signaling and Immunity Section,B-Cell Immunology Section,0.0045045045045045045
Human Eosinophil Section,Genomic Technologies Section,0.0045045045045045045
Mosquito Immunity and Vector Competence Section,Malaria Functional Genomics Section,0.0045045045045045045
RML Microscopy Unit,Lung and Vascular Inflammation Section,0.0045045045045045045
Twinbrook Imaging Facility,Malaria Genetics Section,0.0045045045045045045
Structural Immunology Section,Cellular Immunology Section,0.004484304932735426
TSE/Prion Biochemistry Section,RML Genomics Unit,0.004464285714285714
