section_a,section_b,journal_similarity
Cell Signaling and Immunity Section,B-Cell Molecular Immunology Section,0.20634920634920634
Viral Pathogenesis Section (Laboratory of Viral Diseases),Cellular Biology Section,0.20622568093385213
Molecular Pathogenesis and Biomarkers Section,Malaria Infection Biology and Immunity Unit,0.20610687022900764
HIV-Specific Immunity Section,HIV Immunovirology Section,0.20588235294117646
Cellular Immunology Section,B-Cell Immunology Section,0.20574162679425836
Molecular Development of the Immune System Section,HIV Immunovirology Section,0.205607476635514
Pathogen-Host Cell Biology Section,HIV Immunovirology Section,0.205607476635514
Viral Pathogenesis and Vaccine Section,Cellular Biology Section,0.2054263565891473
Mucosal Immunobiology Section,Integrative Immunobiology Section,0.20512820512820512
Emerging Virus Immunity Unit,Clinical and Molecular Retrovirology Section,0.20476190476190476
Systems Genomics Section,Retroviral Immunology Section,0.20476190476190476
Cell Signaling and Immunity Section,Barrier Immunity Section,0.20444444444444446
Molecular Biology Section,B-Cell Molecular Immunology Section,0.20422535211267606
Structural Biology Section,Infectious Disease Pathogenesis Section,0.20408163265306123
Translational Immunobiology Unit,Neuroimmunology Unit,0.20408163265306123
Viral Budding Unit,Nonhuman Primate Virology Section,0.20408163265306123
Structural Immunology Section,Autoimmunity and Functional Genomics Section,0.20388349514563106
Immunobiology and Molecular Virology Unit,Emerging Respiratory Viruses Section,0.20364741641337386
Medical Virology Section,Immunobiology and Molecular Virology Unit,0.20364741641337386
Viral Immunology Section,B-Cell Immunology Section,0.20359281437125748
Inflammation & Innate Immunity Unit,B-Cell Immunology Section,0.20353982300884957
Molecular Development of the Immune System Section,Autoimmunity and Functional Genomics Section,0.2033898305084746
Retroviral Immunology Section,Molecular Biology Section,0.2032520325203252
Immune Activation Section,Cellular Biology Section,0.20317460317460317
Molecular Signaling Section,Cellular Biology Section,0.20317460317460317
HIV-Specific Immunity Section,Cell Signaling and Immunity Section,0.203125
Viral Immunology Section,Viral Biochemistry Section,0.20261437908496732
Microbial Pathogenesis Section,Malaria Cell Biology Section,0.2025974025974026
Viral Pathogenesis and Vaccine Section,Viral Biochemistry Section,0.20245398773006135
Molecular Microbiology Section,Host-Parasite Interactions Section,0.20238095238095238
Viral Immunity and Pathogenesis Unit,RML Flow Cytometry Unit,0.20238095238095238
Nonhuman Primate Virology Section,Disease Modeling and Transmission Section,0.20232558139534884
HIV-Specific Immunity Section,B-Cell Immunology Section,0.2023121387283237
Lung and Vascular Inflammation Section,B-Cell Molecular Immunology Section,0.2019704433497537
Viral Immunity and Pathogenesis Unit,B-Cell Immunology Section,0.2014388489208633
Malaria Infection Biology and Immunity Unit,Malaria Functional Genomics Section,0.20108695652173914
Molecular Development of the Immune System Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.2010178117048346
Malaria Cell Biology Section,HIV Immunovirology Section,0.20093457943925233
Plague Section,Pathogen Molecular Genetics Section,0.200836820083682
Mucosal Immunity Section,Immunobiology Section,0.20068027210884354
Cellular Immunology Section,Barrier Immunity Section,0.2
Immunopathogenesis Section (Laboratory of Immunoregulation),Clinical Research Section,0.2
Inflammation Biology Section,Autoimmunity and Functional Genomics Section,0.2
Malaria Infection Biology and Immunity Unit,Inflammation & Innate Immunity Unit,0.2
Molecular Genetics Section (Laboratory of Viral Diseases),Biology of Vector-Borne Viruses Section,0.2
Mosquito Immunity and Vector Competence Section,Malaria Cell Biology Section,0.2
Mucosal Immunobiology Section,Lymphocyte Biology Section,0.2
RML Flow Cytometry Unit,Inflammation Biology Section,0.2
RML Microscopy Unit,Chlamydial Diseases Section,0.2
T-Lymphocyte Biology Section,B-Cell Molecular Immunology Section,0.2
TSE/Prion Biochemistry Section,DNA Tumor Virus Section,0.2
Translational Immunobiology Unit,Caliciviruses Section,0.2
Viral Budding Unit,Neuroimmunology Unit,0.2
RML Microscopy Unit,Pathogen Molecular Genetics Section,0.199203187250996
Viral Pathogenesis Section (Laboratory of Viral Diseases),Systems Genomics Section,0.19915254237288135
Viral Pathogenesis Section (Laboratory of Viral Diseases),TSE/Prion Biochemistry Section,0.1990521327014218
RML Microscopy Unit,Malaria Immunology Section,0.19902912621359223
Malaria Infection Biology and Immunity Unit,Malaria Immunology Section,0.1989247311827957
Immunobiology and Molecular Virology Unit,HIV Immunovirology Section,0.19879518072289157
Viral Pathogenesis and Vaccine Section,Caliciviruses Section,0.19879518072289157
Pathogen Molecular Genetics Section,Malaria Immunology Section,0.19873817034700317
Viral Pathogenesis Section (Laboratory of Immunoregulation),Retroviral Immunology Section,0.1986754966887417
Malaria Infection Biology and Immunity Unit,HIV Immunovirology Section,0.1984732824427481
Immunobiology Section,Immune Activation Section,0.19811320754716982
Molecular Signaling Section,Immunobiology Section,0.19811320754716982
Viral Immunology Section,Mucosal Immunity Section,0.19811320754716982
Pathogen-Host Cell Biology Section,Immunity to Pulmonary Pathogens Section,0.19796954314720813
RML Flow Cytometry Unit,Immunity to Pulmonary Pathogens Section,0.1978021978021978
Viral Immunity and Pathogenesis Unit,Immunobiology Section,0.19730941704035873
Viral Pathogenesis Section (Laboratory of Viral Diseases),Translational Immunobiology Unit,0.19718309859154928
Viral Pathogenesis and Evolution Section,Molecular Pathogenesis Unit,0.1971153846153846
TSE/Prion Molecular Biology Section,Immunobiology and Molecular Virology Unit,0.19696969696969696
Immunopathogenesis Section (Laboratory of Immunoregulation),Disease Modeling and Transmission Section,0.1968365553602812
TSE/Prion Molecular Biology Section,RML Microscopy Unit,0.19658119658119658
Retroviral Immunology Section,Autoimmunity and Functional Genomics Section,0.19642857142857142
Viral Pathogenesis and Vaccine Section,TSE/Prion and Retroviral Pathogenesis Section,0.1962025316455696
Mosquito Immunity and Vector Competence Section,Malaria Infection Biology and Immunity Unit,0.19607843137254902
TSE/Prion Molecular Biology Section,Neuroimmunology Unit,0.1958762886597938
Molecular Development of the Immune System Section,Immune Activation Section,0.1958041958041958
Molecular Signaling Section,Molecular Development of the Immune System Section,0.1958041958041958
Viral Pathogenesis and Vaccine Section,Translational Immunobiology Unit,0.1958041958041958
Viral Immunity and Pathogenesis Unit,Mucosal Immunity Section,0.1956521739130435
Malaria Immunology Section,Malaria Functional Genomics Section,0.19557195571955718
Inflammation Biology Section,Inflammation & Innate Immunity Unit,0.19540229885057472
Structural Virology Section,DNA Tumor Virus Section,0.19540229885057472
HIV Pathogenesis Section,Barrier Immunity Section,0.1953125
Viral Pathogenesis Section (Laboratory of Viral Diseases),Structural Virology Section,0.1953125
Immunobiology Section,B-Cell Immunology Section,0.1952191235059761
Molecular Biology Section,Integrative Immunobiology Section,0.1951219512195122
Molecular Pathogenesis Unit,Caliciviruses Section,0.1951219512195122
Malaria Infection Biology and Immunity Unit,Immunity to Pulmonary Pathogens Section,0.19469026548672566
Emerging Virus Immunity Unit,Clinical Research Section,0.1945945945945946
Clinical and Molecular Retrovirology Section,Barrier Immunity Section,0.19455252918287938
Viral Immunity and Pathogenesis Unit,B-Cell Molecular Immunology Section,0.19444444444444445
HIV Immunovirology Section,Cellular Biology Section,0.19433198380566802
RNA Viruses Section,Emerging Respiratory Viruses Section,0.1941747572815534
RNA Viruses Section,Medical Virology Section,0.1941747572815534
Viral Biology Section,Immunobiology and Molecular Virology Unit,0.19402985074626866
Mucosal Immunity Section,Molecular Development of the Immune System Section,0.19391634980988592
Viral Biochemistry Section,Immunobiology and Molecular Virology Unit,0.1935483870967742
Retroviral Immunology Section,Malaria Infection Biology and Immunity Unit,0.19327731092436976
Viral Immunology Section,Structural Immunology Section,0.19310344827586207
Molecular and Cellular Immunoregulation Section,Inflammation & Innate Immunity Unit,0.19298245614035087
Helminth Immunology Section,Disease Modeling and Transmission Section,0.19286871961102106
Signaling Systems Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.1927710843373494
T-Lymphocyte Biology Section,T-Cell Tolerance and Memory Section,0.1927710843373494
Translational Immunobiology Unit,Structural Virology Section,0.1927710843373494
TSE/Prion Biochemistry Section,Retroviral Immunology Section,0.1925133689839572
Pathogenesis and Immunity Section,Pathogen Molecular Genetics Section,0.19241192411924118
Vaccine Development Unit,Pathogen Molecular Genetics Section,0.19241192411924118
Tuberculosis Research Section,Microbial Pathogenesis Section,0.19239373601789708
Pathology Core,Molecular Biology Section,0.19230769230769232
Systems Genomics Section,HIV-Specific Immunity Section,0.19230769230769232
Emerging Respiratory Viruses Section,Clinical and Molecular Retrovirology Section,0.19210526315789472
Medical Virology Section,Clinical and Molecular Retrovirology Section,0.19210526315789472
HIV Immunovirology Section,Emerging Respiratory Viruses Section,0.19207317073170732
Medical Virology Section,HIV Immunovirology Section,0.19207317073170732
T-Lymphocyte Biology Section,Barrier Immunity Section,0.19186046511627908
T-Lymphocyte Biology Section,Cellular Biology Section,0.19158878504672897
Mosquito Immunity and Vector Competence Section,Molecular Entomology Unit,0.19148936170212766
RML Microscopy Unit,RML Genomics Unit,0.19148936170212766
Structural Informatics Unit,Molecular Genetics Section (Laboratory of Viral Diseases),0.19148936170212766
Helminth Immunology Section,Emerging Respiratory Viruses Section,0.19133574007220217
Medical Virology Section,Helminth Immunology Section,0.19133574007220217
TSE/Prion Molecular Biology Section,Infectious Disease Pathogenesis Section,0.19117647058823528
Retroviral Immunology Section,B-Cell Molecular Immunology Section,0.1910828025477707
Structural Immunology Section,Structural Biology Section,0.19101123595505617
Virus Ecology Section,Retroviral Immunology Section,0.19101123595505617
Viral Immunology Section,Pathogen-Host Cell Biology Section,0.19090909090909092
Viral Pathogenesis Section (Laboratory of Viral Diseases),Emerging Respiratory Viruses Section,0.1906158357771261
Viral Pathogenesis Section (Laboratory of Viral Diseases),Medical Virology Section,0.1906158357771261
Cellular Biology Section,Autoimmunity and Functional Genomics Section,0.19047619047619047
Retroviral Immunology Section,Inflammation Biology Section,0.19047619047619047
Signaling Systems Section,Autoimmunity and Functional Genomics Section,0.19047619047619047
Structural Virology Section,Structural Biology Section,0.19047619047619047
Mast Cell Biology Section,Human Eosinophil Section,0.19037199124726478
Mucosal Immunity Section,Molecular Biology Section,0.19021739130434784
Type 2 Immunity Section,Mucosal Immunobiology Section,0.19
Viral Pathogenesis Section (Laboratory of Viral Diseases),Viral Immunology Section,0.18994413407821228
T-Cell Tolerance and Memory Section,Autoimmunity and Functional Genomics Section,0.189873417721519
Virus Ecology Section,Clinical Research Section,0.18981481481481483
T-Lymphocyte Biology Section,B-Cell Immunology Section,0.1893939393939394
Viral Pathogenesis Section (Laboratory of Immunoregulation),Translational Immunobiology Unit,0.1893939393939394
Malaria Cell Biology Section,Chlamydial Diseases Section,0.1891891891891892
Molecular Development of the Immune System Section,Molecular Biology Section,0.18848167539267016
Molecular Development of the Immune System Section,Barrier Immunity Section,0.18846153846153846
Tuberculosis Research Section,Pathogen-Host Cell Biology Section,0.1884498480243161
Innate Immunity and Pathogenesis Section,Infectious Disease Pathogenesis Section,0.18840579710144928
Immunity to Pulmonary Pathogens Section,Gene Regulation Section,0.18811881188118812
Viral Pathogenesis Section (Laboratory of Immunoregulation),TSE/Prion Biochemistry Section,0.18811881188118812
Type 2 Immunity Section,Retroviral Immunology Section,0.18803418803418803
Viral Biochemistry Section,TSE/Prion Molecular Biology Section,0.18803418803418803
Coxiella Pathogenesis Section,Chlamydial Diseases Section,0.18796992481203006
Molecular Pathogenesis Unit,HIV Immunovirology Section,0.18796992481203006
Viral Immunology Section,Innate Immunity and Pathogenesis Section,0.18796992481203006
Translational Mycology Section,Molecular Microbiology Section,0.18781725888324874
Mucosal Immunity Section,B-Cell Immunology Section,0.18779342723004694
Pathogen-Host Cell Biology Section,Immune Activation Section,0.1875
Pathogen-Host Cell Biology Section,Molecular Signaling Section,0.1875
TSE/Prion and Retroviral Pathogenesis Section,Systems Genomics Section,0.1875
Viral Immunity and Pathogenesis Unit,Molecular Development of the Immune System Section,0.1875
Viral Pathogenesis and Vaccine Section,Nonhuman Primate Virology Section,0.1872146118721461
