section_a,section_b,project_cat_similarity
Malaria Cell Biology Section,Disease Modeling and Transmission Section,0.3443396226415094
Viral Immunology Section,Coxiella Pathogenesis Section,0.3442622950819672
Molecular Genetics Section (Laboratory of Bacteriology),Apicomplexan Molecular Physiology Section,0.34375
Multiscale Systems Biology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.34375
Viral Pathogenesis Section (Laboratory of Viral Diseases),Lymphocyte Activation Section,0.3435114503816794
Vector Biology Section,Retroviral Immunology Section,0.34328358208955223
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Cellular Immunology Section,0.34285714285714286
Molecular Genetics Section (Laboratory of Bacteriology),B-Cell Molecular Immunology Section,0.34285714285714286
Structural Immunology Section,Signaling Systems Section,0.34285714285714286
Translational Autoinflammatory Disease Studies Unit,Infectious Disease Fellowship Training Program,0.34285714285714286
Translational Mycology Section,B-Cell Immunology Section,0.34285714285714286
Translational Mycology Section,Infectious Disease Fellowship Training Program,0.34285714285714286
Immune Deficiency Genetics Section,Human Immunological Diseases Section,0.3425925925925926
Malaria Immunology Section,Malaria Functional Genomics Section,0.34210526315789475
Molecular Development of the Immune System Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.34210526315789475
T-Cell Tolerance and Memory Section,Immunobiology Section,0.34210526315789475
Vector Molecular Biology Section,Scientist Emerita,0.34210526315789475
Vector Biology Section,Cellular Immunology Section,0.34177215189873417
Molecular Defenses Section,Chemotaxis Signal Section,0.34146341463414637
Scientist Emerita,Molecular Biology Section,0.34146341463414637
Immunobiology Section,Disease Modeling and Transmission Section,0.3409090909090909
Malaria Immunology Section,Infectious Disease Fellowship Training Program,0.3409090909090909
Signaling Systems Section,Salmonella-Host Cell Interactions Section,0.3409090909090909
Vector Molecular Biology Section,Infectious Disease Fellowship Training Program,0.3409090909090909
Molecular Biology Section,B-Cell Immunology Section,0.3404255319148936
Molecular Biology Section,Cellular Biology Section,0.3404255319148936
Molecular Parasitology Section,Cellular Immunology Section,0.3404255319148936
Mucosal Immunobiology Section,Coxiella Pathogenesis Section,0.3404255319148936
Pathogen Molecular Genetics Section,Clinical Pathophysiology Section,0.3404255319148936
Systems Genomics Section,Molecular Defenses Section,0.3404255319148936
Vector Biology Section,Molecular Parasitology Section,0.3402061855670103
International HIV/STD Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.3401360544217687
Molecular Pathogenesis and Biomarkers Section,Helminth Immunology Section,0.34
Salmonella-Host Cell Interactions Section,Molecular and Cellular Immunology Section,0.34
Metaorganism Immunity Section,Genetic Engineering Section,0.3394495412844037
Lyme Disease Studies Unit,Gene Regulation Section,0.3392857142857143
Malaria Immunology Section,Chlamydial Diseases Section,0.3392857142857143
Vector Biology Section,Mosquito Immunity and Vector Competence Section,0.3392857142857143
Metaorganism Immunity Section,Cellular Biology Section,0.3391304347826087
Coxiella Pathogenesis Section,Cellular Immunology Section,0.3389830508474576
Malaria Immunology Section,Lung and Vascular Inflammation Section,0.3389830508474576
Plague Section,Cellular Immunology Section,0.3387096774193548
Retroviral Immunology Section,Cell Signaling and Immunity Section,0.3387096774193548
Viral Pathogenesis Section (Laboratory of Viral Diseases),Intracellular Parasite Biology Section,0.3382352941176471
Molecular Microbiology Section,Cellular Immunology Section,0.33766233766233766
Viral Pathogenesis Section (Laboratory of Viral Diseases),Molecular and Cellular Immunology Section,0.33766233766233766
Plague Section,Molecular Parasitology Section,0.3375
Vector Biology Section,Immunobiology Section,0.3372093023255814
Molecular Parasitology Section,Molecular Microbiology Section,0.3368421052631579
Vector Biology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.3368421052631579
Vector Biology Section,Malaria Genetics Section,0.336734693877551
T-Cell Tolerance and Memory Section,Microbial Pathogenesis Section,0.33653846153846156
Immunity to Pulmonary Pathogens Section,Disease Modeling and Transmission Section,0.33613445378151263
B-Cell Molecular Immunology Section,B-Cell Immunology Section,0.3333333333333333
Caliciviruses Section,B-Cell Immunology Section,0.3333333333333333
Computational Biology Unit,B-Cell Molecular Immunology Section,0.3333333333333333
Epidemiology and Population Studies Unit,Antibacterial Host Defense Unit,0.3333333333333333
Functional Cellular Networks Section,B-Cell Molecular Immunology Section,0.3333333333333333
Human Immunological Diseases Section,Genetic Immunotherapy Section,0.3333333333333333
Immunobiology Section,Coxiella Pathogenesis Section,0.3333333333333333
Inflammation & Innate Immunity Unit,B-Cell Molecular Immunology Section,0.3333333333333333
Inflammation & Innate Immunity Unit,HIV Pathogenesis Section,0.3333333333333333
Malaria Genetics Section,Clinical and Molecular Retrovirology Section,0.3333333333333333
Malaria Immunology Section,HIV-Specific Immunity Section,0.3333333333333333
Malaria Immunology Section,Helminth Immunology Section,0.3333333333333333
Malaria Infection Biology and Immunity Unit,Inflammation & Innate Immunity Unit,0.3333333333333333
Microbial Pathogenesis Section,Lymphocyte Activation Section,0.3333333333333333
Molecular Development of the Immune System Section,Human Immunological Diseases Section,0.3333333333333333
Multiscale Systems Biology Section,Biology of Vector-Borne Viruses Section,0.3333333333333333
Multiscale Systems Biology Section,Cell Signaling and Immunity Section,0.3333333333333333
Pathogen Molecular Genetics Section,Gene Regulation Section,0.3333333333333333
Pathogen-Host Cell Biology Section,Clinical Pathophysiology Section,0.3333333333333333
Plague Section,Immunobiology Section,0.3333333333333333
Plague Section,Multiscale Systems Biology Section,0.3333333333333333
Quantitative Virology and Evolution Unit,Host-Parasite Interactions Section,0.3333333333333333
Salmonella-Host Cell Interactions Section,Molecular Parasitology Section,0.3333333333333333
Salmonella-Host Cell Interactions Section,Neuroimmunology Unit,0.3333333333333333
Salmonella-Host Cell Interactions Section,Pathogen Molecular Genetics Section,0.3333333333333333
Signaling Systems Section,B-Cell Molecular Immunology Section,0.3333333333333333
Signaling Systems Section,Molecular and Cellular Immunology Section,0.3333333333333333
Structural Immunology Section,Cellular Immunology Section,0.3333333333333333
Structural Immunology Section,Mucosal Immunobiology Section,0.3333333333333333
Structural Immunology Section,Neuroimmunology Unit,0.3333333333333333
Systems Genomics Section,B-Cell Molecular Immunology Section,0.3333333333333333
Systems Genomics Section,Functional Cellular Networks Section,0.3333333333333333
Systems Genomics Section,Molecular and Cellular Immunoregulation Section,0.3333333333333333
T-Lymphocyte Biology Section,Immunity to Pulmonary Pathogens Section,0.3333333333333333
Vector Biology Section,Microbial Pathogenesis Section,0.3333333333333333
Viral Biology Section,Molecular and Cellular Immunoregulation Section,0.3333333333333333
Viral Budding Unit,Quantitative Virology and Evolution Unit,0.3333333333333333
Viral Immunology Section,T-Cell Tolerance and Memory Section,0.3333333333333333
Viral Pathogenesis Section (Laboratory of Immunoregulation),Mosquito Immunity and Vector Competence Section,0.3333333333333333
Viral Pathogenesis Section (Laboratory of Viral Diseases),Cellular Immunology Section,0.3333333333333333
Viral Pathogenesis Section (Laboratory of Viral Diseases),HIV-Specific Immunity Section,0.3333333333333333
Virus Ecology Section,Molecular Genetics Section (Laboratory of Bacteriology),0.3333333333333333
Viral Pathogenesis and Evolution Section,Microbial Pathogenesis Section,0.33116883116883117
Lyme Disease Studies Unit,Helminth Immunology Section,0.32978723404255317
Emerging Respiratory Viruses Section,Disease Modeling and Transmission Section,0.32971014492753625
Medical Virology Section,Disease Modeling and Transmission Section,0.32971014492753625
Viral Pathogenesis Section (Laboratory of Viral Diseases),Coxiella Pathogenesis Section,0.32857142857142857
Neuroimmunology Unit,Molecular and Cellular Immunology Section,0.328125
Molecular Microbiology Section,Molecular Development of the Immune System Section,0.328
Malaria Immunology Section,Cell Signaling and Immunity Section,0.32786885245901637
Translational Mycology Section,Molecular Microbiology Section,0.32727272727272727
Molecular Biology Section,Clinical Pathophysiology Section,0.3269230769230769
Gene Regulation Section,Clinical Pathophysiology Section,0.32653061224489793
Pathogen-Host Cell Biology Section,Gene Regulation Section,0.32653061224489793
Vector Molecular Biology Section,Plague Section,0.32653061224489793
Viral Pathogenesis and Vaccine Section,Malaria Immunology Section,0.32653061224489793
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Clinical Pathophysiology Section,0.32608695652173914
Mucosal Immunobiology Section,Caliciviruses Section,0.32608695652173914
Salmonella-Host Cell Interactions Section,Clinical Pathophysiology Section,0.32608695652173914
Salmonella-Host Cell Interactions Section,Plague Section,0.32608695652173914
Signaling Systems Section,Pathogen Molecular Genetics Section,0.32608695652173914
Malaria Genetics Section,Lyme Disease Studies Unit,0.3258426966292135
Epidemiology and Population Studies Unit,B-Cell Molecular Immunology Section,0.32558139534883723
Lymphocyte Activation Section,Disease Modeling and Transmission Section,0.32558139534883723
Pathogen Molecular Genetics Section,Caliciviruses Section,0.32558139534883723
Mucosal Immunobiology Section,Chemotaxis Signal Section,0.325
Vector Biology Section,Molecular Pathogenesis and Biomarkers Section,0.325
Viral Pathogenesis Section (Laboratory of Immunoregulation),Molecular Biology Section,0.325
Host-Pathogen Interactions and Structural Vaccinology Section,B-Cell Molecular Immunology Section,0.32432432432432434
Host-Pathogen Interactions and Structural Vaccinology Section,Caliciviruses Section,0.32432432432432434
Inflammation Biology Section,B-Cell Molecular Immunology Section,0.32432432432432434
Structural Immunology Section,Clinical Pathophysiology Section,0.32432432432432434
Structural Immunology Section,Plague Section,0.32432432432432434
Viral Pathogenesis Section (Laboratory of Viral Diseases),Gene Regulation Section,0.32432432432432434
Molecular Parasitology Section,Disease Modeling and Transmission Section,0.32413793103448274
Vector Biology Section,Disease Modeling and Transmission Section,0.3230769230769231
Viral Immunology Section,Plague Section,0.3230769230769231
Molecular Pathogenesis and Biomarkers Section,Malaria Genetics Section,0.3229166666666667
Molecular and Cellular Immunology Section,Cellular Biology Section,0.3229166666666667
Viral Pathogenesis and Evolution Section,Immunobiology Section,0.3228346456692913
Mast Cell Biology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.3227848101265823
Malaria Functional Genomics Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.3225806451612903
T-Cell Tolerance and Memory Section,Genetic Engineering Section,0.3225806451612903
Translational Mycology Section,Mosquito Immunity and Vector Competence Section,0.3225806451612903
Translational Mycology Section,Multiscale Systems Biology Section,0.3225806451612903
Virus Ecology Section,B-Cell Molecular Immunology Section,0.3225806451612903
Virus Ecology Section,Caliciviruses Section,0.3225806451612903
Pathogen Molecular Genetics Section,Neuroimmunology Unit,0.3220338983050847
Epithelial Therapeutics Unit,B-Cell Immunology Section,0.32142857142857145
Epithelial Therapeutics Unit,Caliciviruses Section,0.32142857142857145
Malaria Functional Genomics Section,Integrative Immunobiology Section,0.32142857142857145
Structural Informatics Unit,B-Cell Immunology Section,0.32142857142857145
Viral Pathogenesis and Vaccine Section,T-Cell Tolerance and Memory Section,0.32142857142857145
International HIV/STD Section,Clinical and Molecular Retrovirology Section,0.32116788321167883
Metaorganism Immunity Section,Immunity to Pulmonary Pathogens Section,0.32098765432098764
Neuroimmunology Unit,Immunobiology Section,0.32098765432098764
Retroviral Immunology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.32098765432098764
T-Cell Tolerance and Memory Section,Metaorganism Immunity Section,0.32098765432098764
Mast Cell Biology Section,Helminth Immunology Section,0.3202614379084967
Human Eosinophil Section,Food Allergy Research Section,0.32
