section_a,section_b,project_term_similarity
Viral Biology Section,Viral Biochemistry Section,0.15119047619047618
Coxiella Pathogenesis Section,Cellular Immunology Section,0.15112756647593403
Clinical Pathophysiology Section,Cell Signaling and Immunity Section,0.15112540192926044
Neuroimmunology Unit,Biology of Vector-Borne Viruses Section,0.15108267716535434
Metaorganism Immunity Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.1509381898454746
Retroviral Immunology Section,Cellular Biology Section,0.15087040618955513
Vector Molecular Biology Section,Cellular Immunology Section,0.1507607192254495
Lung and Vascular Inflammation Section,Helminth Immunology Section,0.15073635576090094
Molecular Biology Section,Immune Deficiency Genetics Section,0.15069049553208774
Viral Immunity and Pathogenesis Unit,Innate Immunity and Pathogenesis Section,0.1506849315068493
Hepatic Pathogenesis Section,Caliciviruses Section,0.15059687786960516
Type 2 Immunity Section,Neuroimmunology Unit,0.15052732502396932
Type 2 Immunity Section,Inflammation Biology Section,0.15049656226126815
Lymphocyte Activation Section,Immunobiology Section,0.15047879616963064
Cell Signaling and Immunity Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.15033407572383073
Microbial Pathogenesis Section,B-Cell Molecular Immunology Section,0.15024440442500644
Inflammation & Innate Immunity Unit,Epithelial Therapeutics Unit,0.15018315018315018
Immunobiology Section,Clinical Pathophysiology Section,0.15018193847171685
Retroviral Immunology Section,Clinical and Molecular Retrovirology Section,0.15015479876160992
Mucosal Immunity Section,Lymphocyte Activation Section,0.1500672947510094
Molecular Microbiology Section,Coxiella Pathogenesis Section,0.15
Signaling Systems Section,Retroviral Immunology Section,0.1499261447562777
Molecular Development of the Immune System Section,Cell Signaling and Immunity Section,0.14988924440068915
T-Cell Tolerance and Memory Section,Mucosal Immunobiology Section,0.14988814317673377
Type 2 Immunity Section,Autoimmunity and Functional Genomics Section,0.1497872340425532
Immunopathogenesis Section (Laboratory of Immunoregulation),Immune Deficiency Genetics Section,0.14977625690971308
Molecular Biology Section,Malaria Immunology Section,0.14977533699450823
Viral Pathogenesis and Evolution Section,Tuberculosis Research Section,0.14977404777275663
Molecular and Cellular Immunology Section,Intracellular Parasite Biology Section,0.14969413458078445
Microbial Pathogenesis Section,Immune Deficiency Genetics Section,0.14969181097739948
Immunobiology Section,Coxiella Pathogenesis Section,0.14960629921259844
Translational Allergic Immunopathology Unit,Food Allergy Research Section,0.14948453608247422
Type 2 Immunity Section,Lung and Vascular Inflammation Section,0.14946962391513982
Vector-Pathogen-Host Interaction Unit,Fungal Pathogenesis Section,0.14942528735632185
Molecular HIV Host Interactions Section,Emerging Respiratory Viruses Section,0.14941649129519802
Molecular HIV Host Interactions Section,Medical Virology Section,0.14941649129519802
Molecular Biology Section,Microbial Pathogenesis Section,0.1493607733083879
Viral Pathogenesis and Evolution Section,Molecular Parasitology Section,0.14932767162066526
Intracellular Parasite Biology Section,Immunity to Pulmonary Pathogens Section,0.1492942453854506
Intracellular Parasite Biology Section,B-Cell Immunology Section,0.14922813036020582
Lymphocyte Biology Section,Lung and Vascular Inflammation Section,0.14914809960681522
Viral Pathogenesis Section (Laboratory of Immunoregulation),Immune Deficiency Genetics Section,0.14913510986442263
Molecular Development of the Immune System Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.14906074652354231
HIV-Specific Immunity Section,Clinical Research Section,0.1490163248221013
Viral Immunology Section,Retroviral Immunology Section,0.14900888585099112
Viral Pathogenesis and Evolution Section,Helminth Immunology Section,0.1490049751243781
Translational Mycology Section,Physiology Unit,0.1489795918367347
Viral Pathogenesis Section (Laboratory of Viral Diseases),Retroviral Immunology Section,0.14889466840052015
Molecular Parasitology Section,Immunity to Pulmonary Pathogens Section,0.14878671775223498
Type 2 Immunity Section,Immunity to Pulmonary Pathogens Section,0.1486090775988287
Lymphocyte Activation Section,Genetic Immunotherapy Section,0.14852572145545798
Intracellular Parasite Biology Section,Cell Signaling and Immunity Section,0.14849187935034802
B-Cell Immunology Section,Autoimmunity and Functional Genomics Section,0.14845173041894352
Tuberculosis Research Section,Lymphocyte Activation Section,0.14841305319624498
Viral Pathogenesis Section (Laboratory of Immunoregulation),Viral Biochemistry Section,0.1483375959079284
Molecular Development of the Immune System Section,Clinical and Molecular Retrovirology Section,0.14831199068684517
Viral Pathogenesis Section (Laboratory of Immunoregulation),Immunity to Pulmonary Pathogens Section,0.14829659318637275
Viral Biochemistry Section,Retroviral Immunology Section,0.14828544949026876
Viral Pathogenesis Section (Laboratory of Immunoregulation),Signaling Systems Section,0.1482758620689655
Molecular Defenses Section,Immune Activation Section,0.14824797843665768
Molecular Signaling Section,Molecular Defenses Section,0.14824797843665768
TSE/Prion and Retroviral Pathogenesis Section,Neuroimmunology Unit,0.14823008849557523
Vector Biology Section,Mosquito Immunity and Vector Competence Section,0.1482105263157895
Intracellular Parasite Biology Section,Inflammation Biology Section,0.14812744550027948
Vector Molecular Biology Section,Immunobiology Section,0.14811229428848016
HIV-Specific Immunity Section,Genetic Immunotherapy Section,0.14810659186535766
Mucosal Immunobiology Section,Autoimmunity and Functional Genomics Section,0.1480865224625624
Mucosal Immunity Section,Cell Signaling and Immunity Section,0.14804753820033956
Viral Immunology Section,Molecular Biology Section,0.14801061007957558
Neuroimmunology Unit,Molecular Defenses Section,0.14780876494023903
Lymphocyte Biology Section,Emerging Respiratory Viruses Section,0.14779874213836477
Medical Virology Section,Lymphocyte Biology Section,0.14779874213836477
Neuroimmunology Unit,HIV-Specific Immunity Section,0.1476664116296863
Retroviral Immunology Section,Metaorganism Immunity Section,0.1476545842217484
Translational Mycology Section,Retroviral Immunology Section,0.14742014742014742
Mucosal Immunity Section,HIV-Specific Immunity Section,0.14731148584155265
Translational Autoinflammatory Disease Studies Unit,Immunobiology Section,0.1473107228502912
Cellular Immunology Section,B-Cell Immunology Section,0.14730752113929685
Helminth Immunology Section,Genetic Immunotherapy Section,0.1472972972972973
Signaling Systems Section,Coxiella Pathogenesis Section,0.14726720647773278
Mucosal Immunobiology Section,Immunity to Pulmonary Pathogens Section,0.14716439339554918
Viral Pathogenesis Section (Laboratory of Immunoregulation),Neuroimmunology Unit,0.14709851551956815
Molecular Parasitology Section,Immunobiology Section,0.14704803813714704
Immunity to Pulmonary Pathogens Section,Cellular Immunology Section,0.1469457496796241
Vector Molecular Biology Section,Metaorganism Immunity Section,0.14693708609271522
Molecular and Cellular Immunology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.1469265367316342
Mast Cell Biology Section,Emerging Respiratory Viruses Section,0.14687944704208172
Medical Virology Section,Mast Cell Biology Section,0.14687944704208172
Tuberculosis Research Section,Molecular Development of the Immune System Section,0.14686525805334258
Translational Mycology Section,Cell Signaling and Immunity Section,0.14682539682539683
Immune Activation Section,Cell Signaling and Immunity Section,0.14674220963172804
Molecular Signaling Section,Cell Signaling and Immunity Section,0.14674220963172804
Mosquito Immunity and Vector Competence Section,Coxiella Pathogenesis Section,0.1467248908296943
Molecular Microbiology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.14665523156089194
Inflammation & Innate Immunity Unit,Fungal Pathogenesis Section,0.1466275659824047
Pathogenesis and Immunity Section,Emerging Respiratory Viruses Section,0.14640174921570492
Pathogenesis and Immunity Section,Medical Virology Section,0.14640174921570492
Vaccine Development Unit,Emerging Respiratory Viruses Section,0.14640174921570492
Vaccine Development Unit,Medical Virology Section,0.14640174921570492
Helminth Immunology Section,HIV-Specific Immunity Section,0.1463042150274893
Nonhuman Primate Virology Section,Malaria Immunology Section,0.14616840113528856
Nonhuman Primate Virology Section,Intracellular Parasite Biology Section,0.14613778705636743
Molecular Parasitology Section,Intracellular Parasite Biology Section,0.14608952287260207
Malaria Genetics Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.1460843373493976
Viral Pathogenesis and Vaccine Section,Viral Pathogenesis Section (Laboratory of Immunoregulation),0.14606741573033707
Multiscale Systems Biology Section,Hepatic Pathogenesis Section,0.14603481624758222
Mosquito Immunity and Vector Competence Section,Molecular Defenses Section,0.145985401459854
Neuroimmunology Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.1459403905447071
Malaria Immunology Section,Malaria Functional Genomics Section,0.14589905362776026
Molecular Development of the Immune System Section,Metaorganism Immunity Section,0.1458235016517225
Molecular Parasitology Section,Malaria Genetics Section,0.14575289575289574
Multiscale Systems Biology Section,HIV-Specific Immunity Section,0.14566181127295758
Microbial Pathogenesis Section,Mast Cell Biology Section,0.14559175409534328
T-Cell Tolerance and Memory Section,Malaria Immunology Section,0.14558629776021081
T-Cell Tolerance and Memory Section,Cellular Immunology Section,0.14553376906318083
Molecular Genetics Section (Laboratory of Bacteriology),Apicomplexan Molecular Physiology Section,0.14548126377663484
Human Immunological Diseases Section,Helminth Immunology Section,0.14537792994469317
Mucosal Immunity Section,Molecular Biology Section,0.14531300681154719
Translational Mycology Section,B-Cell Immunology Section,0.14530685920577618
Immunopathogenesis Section (Laboratory of Immunoregulation),Clinical Research Section,0.1451525054466231
Retroviral Immunology Section,Hepatic Pathogenesis Section,0.14514952589350838
Caliciviruses Section,Biology of Vector-Borne Viruses Section,0.14500941619585686
Immune Deficiency Genetics Section,Helminth Immunology Section,0.14499121265377857
Translational Autoinflammatory Disease Studies Unit,Neuroimmunology Unit,0.14497991967871485
Neuroimmunology Unit,Mucosal Immunity Section,0.14497920380273321
Viral Pathogenesis and Evolution Section,Malaria Genetics Section,0.14494132572153504
Immune Deficiency Genetics Section,Disease Modeling and Transmission Section,0.14491525423728813
Signaling Systems Section,Chemotaxis Signal Section,0.14486754966887416
Vector Molecular Biology Section,Plague Section,0.14482406935237124
Viral Pathogenesis Section (Laboratory of Immunoregulation),Metaorganism Immunity Section,0.1448101265822785
Lymphocyte Activation Section,Helminth Immunology Section,0.14475409836065573
Immune Deficiency Genetics Section,Clinical Pathophysiology Section,0.14472640761300556
Lymphocyte Activation Section,B-Cell Molecular Immunology Section,0.14471433458775232
Vector Molecular Biology Section,Molecular Biology Section,0.14470932664157257
HIV-Specific Immunity Section,Coxiella Pathogenesis Section,0.14465904611746158
Signaling Systems Section,Molecular Genetics Section (Laboratory of Bacteriology),0.14464944649446496
Structural Virology Section,Microbial Pathogenesis Section,0.14464400256574728
Molecular Defenses Section,Human Immunological Diseases Section,0.1446295639844027
Mosquito Immunity and Vector Competence Section,Intracellular Parasite Biology Section,0.1446124763705104
Retroviral Immunology Section,Mucosal Immunobiology Section,0.14456981664315938
Retroviral Immunology Section,Multiscale Systems Biology Section,0.1445562671546203
Malaria Immunology Section,Immune Deficiency Genetics Section,0.14453477868112014
